Time,Voltage
16/11/2023 11:59:22.250,1.43357
16/11/2023 11:59:22.251,1.43357
16/11/2023 11:59:22.252,1.433898
16/11/2023 11:59:22.253,1.434884
16/11/2023 11:59:22.254,1.434884
16/11/2023 11:59:22.255,1.434556
16/11/2023 11:59:22.256,1.436857
16/11/2023 11:59:22.257,1.435213
16/11/2023 11:59:22.258,1.444746
16/11/2023 11:59:22.259,1.439158
16/11/2023 11:59:22.260,1.433898
16/11/2023 11:59:22.261,1.436199
16/11/2023 11:59:22.262,1.434884
16/11/2023 11:59:22.263,1.432912
16/11/2023 11:59:22.264,1.433241
16/11/2023 11:59:22.265,1.434227
16/11/2023 11:59:22.266,1.434556
16/11/2023 11:59:22.267,1.43357
16/11/2023 11:59:22.268,1.433898
16/11/2023 11:59:22.269,1.43357
16/11/2023 11:59:22.270,1.43357
16/11/2023 11:59:22.271,1.43357
16/11/2023 11:59:22.272,1.433898
16/11/2023 11:59:22.273,1.433898
16/11/2023 11:59:22.274,1.434227
16/11/2023 11:59:22.275,1.434556
16/11/2023 11:59:22.276,1.435542
16/11/2023 11:59:22.277,1.441788
16/11/2023 11:59:22.278,1.44376
16/11/2023 11:59:22.279,1.438829
16/11/2023 11:59:22.280,1.432912
16/11/2023 11:59:22.281,1.433241
16/11/2023 11:59:22.282,1.43357
16/11/2023 11:59:22.283,1.43357
16/11/2023 11:59:22.284,1.43357
16/11/2023 11:59:22.285,1.434227
16/11/2023 11:59:22.286,1.433241
16/11/2023 11:59:22.287,1.433241
16/11/2023 11:59:22.288,1.433898
16/11/2023 11:59:22.289,1.43357
16/11/2023 11:59:22.290,1.432255
16/11/2023 11:59:22.291,1.43357
16/11/2023 11:59:22.292,1.431597
16/11/2023 11:59:22.293,1.435213
16/11/2023 11:59:22.294,1.435213
16/11/2023 11:59:22.295,1.434556
16/11/2023 11:59:22.296,1.4385
16/11/2023 11:59:22.297,1.448033
16/11/2023 11:59:22.298,1.447047
16/11/2023 11:59:22.299,1.435542
16/11/2023 11:59:22.300,1.433898
16/11/2023 11:59:22.301,1.43357
16/11/2023 11:59:22.302,1.434227
16/11/2023 11:59:22.303,1.43357
16/11/2023 11:59:22.304,1.433241
16/11/2023 11:59:22.305,1.432255
16/11/2023 11:59:22.306,1.432255
16/11/2023 11:59:22.307,1.433898
16/11/2023 11:59:22.308,1.43357
16/11/2023 11:59:22.309,1.43357
16/11/2023 11:59:22.310,1.433898
16/11/2023 11:59:22.311,1.43357
16/11/2023 11:59:22.312,1.433898
16/11/2023 11:59:22.313,1.43357
16/11/2023 11:59:22.314,1.433898
16/11/2023 11:59:22.315,1.433241
16/11/2023 11:59:22.316,1.435542
16/11/2023 11:59:22.317,1.440144
16/11/2023 11:59:22.318,1.443431
16/11/2023 11:59:22.319,1.4385
16/11/2023 11:59:22.320,1.43357
16/11/2023 11:59:22.321,1.43357
16/11/2023 11:59:22.322,1.433241
16/11/2023 11:59:22.323,1.434227
16/11/2023 11:59:22.324,1.433241
16/11/2023 11:59:22.325,1.432912
16/11/2023 11:59:22.326,1.432912
16/11/2023 11:59:22.327,1.432255
16/11/2023 11:59:22.328,1.435871
16/11/2023 11:59:22.329,1.433898
16/11/2023 11:59:22.330,1.435542
16/11/2023 11:59:22.331,1.432255
16/11/2023 11:59:22.332,1.43357
16/11/2023 11:59:22.333,1.431926
16/11/2023 11:59:22.334,1.434227
16/11/2023 11:59:22.335,1.43357
16/11/2023 11:59:22.336,1.437514
16/11/2023 11:59:22.337,1.44113
16/11/2023 11:59:22.338,1.444417
16/11/2023 11:59:22.339,1.439158
16/11/2023 11:59:22.340,1.433241
16/11/2023 11:59:22.341,1.434227
16/11/2023 11:59:22.342,1.433898
16/11/2023 11:59:22.343,1.433898
16/11/2023 11:59:22.344,1.434227
16/11/2023 11:59:22.345,1.433241
16/11/2023 11:59:22.346,1.433241
16/11/2023 11:59:22.347,1.433898
16/11/2023 11:59:22.348,1.433898
16/11/2023 11:59:22.349,1.434556
16/11/2023 11:59:22.350,1.433898
16/11/2023 11:59:22.351,1.43357
